id,problem
svsu_level_i_00_solutions_01,"(A) Slope = = − , so the equation is y−2= −2 (x−6)which simplifies to (A). 7 −1−6 7"
svsu_level_i_00_solutions_02,"(C) There are 640/16=40 equal spaces, so 40 + 1 = 41 posts are needed."
svsu_level_i_00_solutions_03,"(A) Turning the inside square, as in the picture, we see that the 4 corner triangles make up 2 squares that are ¼ th the area of the larger square. So, subtracting ½ A from A, we have ½ A left."
svsu_level_i_00_solutions_04,"(D) The storekeeper lost the $45 change he gave for the radio and the $8 change he gave the man for speaker wire. The storekeeper lost what he/she paid for the two items as well, and the wholesale cost of each was $33 and $7, respectively. This is a total of $93. G F"
svsu_level_i_00_solutions_05,"(A) Refer to the picture given. m∠FED =90(cid:68) and m∠AED =108(cid:68) (central angle of the pentagon is 72(cid:68) ), so m∠FEA=360−90−108=162(cid:68) . Since ∆FEA is isosceles, the base angles are D E 1/2(180−162) =9(cid:68) . C A"
svsu_level_i_00_solutions_06,"(E) Simplifying each side, 6r +3+1= 27−5r +10⇒6r +4= −5r +37⇒11r =33⇒ r =3. B y2z 8y4 8y6z 4y3"
svsu_level_i_00_solutions_07,"(A) Multiplying by the reciprocal, ⋅ = = . 2y3 9z5 18y3z5 9z5"
svsu_level_i_00_solutions_08,"(B) The missing number is 47, so the sum of the digits is 11. The pattern is to add to each entry, the entry plus 1."
svsu_level_i_00_solutions_09,(B) f(x+2) = (x+2)2 +3= x2 +4x+4+3= x2 +4x+7.
svsu_level_i_00_solutions_10,"(B) Comparing slopes between pairs of points from a,c,d,e, the slope is always 2. With the point (5,5) the slope is not 2."
svsu_level_i_00_solutions_11,"(D) The adjacent angle to the 100(cid:68) angle is 80(cid:68) , since they form a straight line. The alternate interior angle to the given 40(cid:68) angle is also 40(cid:68) , so the remaining angle in the bottom triangle is 180−80−40=60(cid:68) . This angle is adjacent to xand they form a straight line, so x =120(cid:68) ."
svsu_level_i_00_solutions_12,"(D) Since no angle is larger than 85(cid:68) , the largest angles possible would be 85(cid:68) . So the smallest possible would be 180−85−85=10(cid:68) ."
svsu_level_i_00_solutions_13,"(B) The range of the function x−4 is [0,∞), so the range of g(x) =3+ x−4 is [3,∞). 6 4 4"
svsu_level_i_00_solutions_14,"(A) The probability of drawing a white first and black second is ⋅ = . The probability of drawing a black first and 10 9 15 4 3 2 4 2 2 black second is ⋅ = . So, the probability of either happening is + = . 10 9 15 15 15 5 2 2"
svsu_level_i_00_solutions_15,"(D) ( i ) 40=40 is true. ( ii ) 3/4⋅72=3⋅18=54is true. ( iii ) Since 91< 93, > is true. ( iv ) 3.2÷1.6= 2, so 91 93 3.106÷1.6< 2. So this one is not true. 10"
svsu_level_i_00_solutions_16,"(B) In the 30-60-90 triangle, we have h =5 3, so the area is 12⋅5 3 =60 3. h 60"
svsu_level_i_00_solutions_17,"(A) Both numbers are odd, so their sum is even. Therefore, 2 is a factor. 12 (13 /2)2 − 62 = (13 /2 − 6)(13 /2 + 6) 6 1/2 6 1/2"
svsu_level_i_00_solutions_18,"(D) Using the Pythagorean Theorem, the height is = 25 /4 = 2 1 2 6 6 d d"
svsu_level_i_00_solutions_19,"(B) Let d be the distance from the school. Then the walking time (in hours) is and the running time (in hours) is . 4 6 Now, the difference in these times, in hours, is 3 3 min⋅ 1 hr/min = 1 hr. Solving d − d = 1 , we 4 60 16 4 6 16 3 get12d −8d =3, or d = km. 4"
svsu_level_i_00_solutions_20,"(C) At 4:00, Sam has gone 30-4=26 cm and at 5:00, 30-5=25cm more, and at 6:00 has gone 30-6=24 cm more. So, at 6:00 Sam has gone a total of 26+25+24=75cm. Since Sam’s speed is 30 cm/hr, it will take him 25/30 hr, or 50 min, to go the remaining 25 cm."
svsu_level_i_00_solutions_21,(C) The figure shown is the minimal number of squares that can be shaded.
svsu_level_i_00_solutions_22,"(A) The average of the four nearest neighbors of A and B give the system of equations 64+20+31+ B 18+38+54+ A A= , B = . Solving, 4A−B =115,4B− A=110, by elimination, 4 4 15B =555, or B =37."
svsu_level_i_00_solutions_23,"(D) From the quadratic formula, we would need the discriminant, b2 −4ac = a2 −64<0. Solving this gives (D). r t st"
svsu_level_i_00_solutions_24,"(A) Setting up the ratio, with xthe gallons necessary to go t miles, = . Solving gives x = . s x r"
svsu_level_i_00_solutions_25,"(C) 64= 26 , and each man had 64 pennies, so 64 men had a total of 26 ⋅26 = 212 pennies. Similarly for the women. Therefore, there is a total of 212 +212 = 2⋅212 = 213 pennies."
