id,problem
svsu_2013_sol_keys_01,(d) (c)
svsu_2013_sol_keys_02,(a) (a)
svsu_2013_sol_keys_03,(c) (c)
svsu_2013_sol_keys_04,(e) (a)
svsu_2013_sol_keys_05,(b) (d)
svsu_2013_sol_keys_06,(e) (a)
svsu_2013_sol_keys_07,(d) (c)
svsu_2013_sol_keys_08,(b) (b)
svsu_2013_sol_keys_09,(e) (d)
svsu_2013_sol_keys_10,(b) (d)
svsu_2013_sol_keys_11,(b) (b)
svsu_2013_sol_keys_12,(d) (d)
svsu_2013_sol_keys_13,(c) (d)
svsu_2013_sol_keys_14,(b) (a)
svsu_2013_sol_keys_15,(d) (c)
svsu_2013_sol_keys_16,(a) (b)
svsu_2013_sol_keys_17,(d) (c)
svsu_2013_sol_keys_18,(c) (b)
svsu_2013_sol_keys_19,(a) (c)
svsu_2013_sol_keys_20,(c) (c)
svsu_2013_sol_keys_21,(e) (b)
svsu_2013_sol_keys_22,(e) (a)
svsu_2013_sol_keys_23,(b) (a)
svsu_2013_sol_keys_24,(c) (c)
svsu_2013_sol_keys_25,(d) (d) 1
