id,problem
svsu_2015_mo_l1sol_01,The value of √ 6 is (cid:16) √ √ (cid:17)2 9− 3 √ √ √ (a)1 (b)3− 3 (c)3+ 3 (d) 6√ (e)6(3+ 3) 3+ 3 The answer is: (c)
svsu_2015_mo_l1sol_02,Suppose that f(n) = 2f(n+1)−f(n−1) for all integers n and f(1) = 4 and f(−1) = 2. Evaluate f(2). (a) 1 (b) 2 (c) 3 (d) 4 (e) 5 The answer is: (e)
svsu_2015_mo_l1sol_03,"Which of the following equations describes the set of all points (x,y) such that the product of the distance from (x,y) to (−2,0) and the distance from (x,y) to (2,0) is 4? (a) (x2+y2)2 = 32 (b) x4+2x2y2+y4+8y2−8x2+12 = 0 (c) x4−8x2+y4 = 0 (d) (x2+y2)2+8(y2−x2) = 0 (e) none of the above The answer is: (d)"
svsu_2015_mo_l1sol_04,"The average of three positive integers is 28. When two additional integers, s and t, are included, the average of all five integers is 34. What is the average of s and t? (a) 90 (b) 80 (c) 70 (d) 60 (e) none of the above The answer is: (e)"
svsu_2015_mo_l1sol_05,What is the largest prime divisor of 217−32? (a) 11 (b) 13 (c) 19 (d) 23 (e) 29 The answer is: (b)
svsu_2015_mo_l1sol_06,What is the smallest positive integer p for which 23×5×p is an integer? (a) 1 (b) 2 (c) 5 (d) 10 (e) 20 The answer is: (d) (cid:112)
svsu_2015_mo_l1sol_07,"25 friends are going to order pizza. 7 of the friends like pepperoni on their pizza, 4ofthose7likebothpepperoniandmushrooms,while3ofthose4likeolivesaswell. A total of 8 of the friends like mushrooms, and of those 8, 2 of them like mushrooms and olives but no pepperoni. Only 1 person likes only olives. How many of the friends like none of olives, pepperoni, and mushrooms on their pizza? (a) 13 (b) 7 (c) 2 (d) None of them (e) none of the above 2 SVSU 2015 Math Olympics Solutions Level I-page 3 of 11 The answer is: (a)"
svsu_2015_mo_l1sol_08,"A bullet is fired at a target at a speed of 100 m/sec. 9 seconds later the sound of the bullet hitting the target comes back to the person firing the shot. If we take the speed of sound to be approximately 350 m/sec, how far away is the target? (a) 100 meters (b) 200 meters (c) 700 meters (d) 900 meters (e) none of the above The answer is: (c)"
svsu_2015_mo_l1sol_09,"If f(x) = x2+1, then f (cid:0)1(cid:1) is equal to: x2−1 x (a) f(x) (b) −f(x) (c) − 1 (d) 1 (e) none of the above f(x) The answer is: (b)"
svsu_2015_mo_l1sol_10,A standard playing card deck has 52 cards made up of 4 different suits with 13 kinds of cards (numbered 1 or ”ace” through 10 and three face cards) in each suit. What is the minimum number of cards that must be drawn from a randomly shuffled deck in order to be sure of getting three cards of the same suit? (a) 9 (b) 13 (c) 27 (d) 42 (e) none of the above The answer is: (a)
svsu_2015_mo_l1sol_11,Maureen runs a catering service where she gives parties for a flat rate of $600 for 50 guests or less. For any 5 guests over 50 the rate drops by 50 cents per person. What number of guests will maximize her revenue? (a) 600 (b) 50 (c) 60 (d) 85 (e) none of the above The answer is: (d)
svsu_2015_mo_l1sol_12,"A chemist has three bottles, each containing a mixture of acid and water: bottle A contains 40 g of which 10% is acid, bottle B contains 50 g of which 20% is acid, and bottle C contains 50 g of which 30% is acid. She uses some of the mixture from each of the bottles to create a mixture with mass 60 g of which 25% is acid. Thenshemixestheremainingcontentsofthebottlestocreateanewmixture. What percentage of the new mixture is acid? (a) 20% (b) 17.5% (c) 15.5% (d) 25% (e) none of the above The answer is: (b) 4 SVSU 2015 Math Olympics Solutions Level I-page 5 of 11"
svsu_2015_mo_l1sol_13,"Four years ago, Diane was three times as old as Jean was. In five years, Diane will be twice as old as Jean will be. What is the sum of the ages of Diane and Jean? (a) 25 (b) 32 (c) 42 (d) 44 (e) 54 The answer is: (d)"
svsu_2015_mo_l1sol_14,"Seven women and seven men attend a party. At this party, each man shakes hands with each other person once. Each woman shakes hands only with men. How many handshakes took place at the party? (a) 49 (b) 70 (c) 91 (d) 133 (e) 182 The answer is: (b)"
