id,problem
svsu_level1_exam_01,"Consider the equation p(x) : ax2+bx+c = 0 whose coefficients a, b and c are all non-zero, and each of them satisfies an equation that results from removing the term containing that coefficent from the equation p(x); for example, the coefficient b is a solution of the equation ax2+c=0. What is the sum of all solutions of p(x)? (a) Always 1 (b) Always −1 (c) Always 2 (d) 1 or −1 (e) 1 or 2"
svsu_level1_exam_02,"A marching band has 150 members. One day only part of them show up, but nobody wants totakethetimetocounthowmanythereare. Theyfirstlineupinrowswith5memberseach, but there is one left over. Then they try rows with 6 members each, but there is still one left over. Thentheytryrowsof7,buttherearetwoleftover. Howmanypeopleshouldlineupin each row so no members will be left over? (a) 4 (b) 11 (c) 13 (d) 17 (e) None of the above"
svsu_level1_exam_03,"Which one of the following is the only true statement? (a) The graph of a horizontal line can’t have any x-intercepts. (b) The graph of a horizontal line can’t have a unique x-intercept, but may have more than one x-intercept. (c) The graph of a parabola can’t have a unique x-intercept, but may have more than one x-intercept. (d) The graph of a polynomial of degree three or higher must have at least one x-intercept. (e) Either none are true or more than one are true."
svsu_level1_exam_04,"Which of the following is equal to 10!? (If you are not familiar with the notation, the number n! is defined for any non-negative integer using the following recursive formula: 0!=1 n!=n·((n−1)!) for n>0) (a) 5!·2! (b) 7!·5!·3! (c) 7!·5!·2! (d) 7!·5!·3!·2! (e) None of the above or more than one of the above."
svsu_level1_exam_05,Thebase6expansionofonenumberis550. Thebase5expansionofanothernumberis3440. What is their greatest common divisor expanded in base 4? (a) 24 (b) 33 (c) 113 (d) 223 (e) None of the above 2022 SVSU Math Olympics Level I — page 2 of 4
svsu_level1_exam_06,"A person walks along a beach, starting at point A, at a rate of 3mi/h and at point B, goes into the water Island andswimsatarateof2mi/hdiagonallyouttoanis- √ landthatisadistanceof 3mifrompointC,directly √ 3miles across from the island on the shore, as shown in the picture. ThetotaldistancefrompointAtopointCis A B C 3mi. Therearetwodifferentchoicesforthedistance, in miles, from point A to point B that will result in a totaltimeforwalkingandswimmingofonehourand 3miles 40 minutes; what is the sum of those numbers? (a) 2 (b) 4 (c) 14 (d) 16 (e) None of the above 5 5 √"
svsu_level1_exam_07,Which of the following is equal to ||| 2022−45|||? √ √ √ √ (a) 3 (b) 1977 (c) 2022−45 (d) 2022+45 √ (e) 45− 2022 (cid:112) √
svsu_level1_exam_08,Which of the following is equal to 6s5 9s for all non-negative values of s? √ (cid:112) (cid:112) (cid:112) (a) 3s (b) 5s2 (c) 54s5 (d) 18s17 (e) None of the above
svsu_level1_exam_09,"If 73 cubesarestacked toforma 7×7×7 cube,how manysmallcubes areonthe surfaceof the large cube? (a) 127 (b) 134 (c) 218 (d) 294 (e) 327"
svsu_level1_exam_10,Each side of the cube depicted on the right is numbered with a positive integer in such a way that the products of the numbers on each pair of 10 5 opposite sides are all the same. Find the lowest possible sum of all the 1 14 numbers on the sides of the cube. (a) 78 (b) 80 (c) 89 (d) 107 (e) None of the above (cid:115) (cid:114) (cid:113) (cid:112)
svsu_level1_exam_11,Find the largest integer smaller than 22+ 22+ 22+ 22. (a) 4 (b) 5 (c) 9 (d) 20 (e) 25
svsu_level1_exam_12,"Pat and Mat were trying to calculate the average of two numbers a and b using their calcu- lator. First, Pat took the calculator and typed in a+b÷2 and got 30. Then Mat took the same calculator and typed in b+a÷2 and got 18. What was the correct average of the two numbers? (a) 28 (b) 24 (c) 16 (d) 12 (e) None of the above 2022 SVSU Math Olympics Level I — page 3 of 4"
svsu_level1_exam_13,"How many pairs of integers (x,y) are solutions of the equation 3x2y−10xy−8y−17=0? (a) none (b) one (c) two (d) four (e) None of the above 11n+14"
svsu_level1_exam_14,For how many integers is an integer? n−2 (a) 3 (b) 6 (c) 9 (d) 18 (e) None of the above
svsu_level1_exam_15,A fair coin is tossed 100 times and it lands on heads all 100 times. What is the probability that it will land on heads on the 101st toss? (a) 1 (b) 1 (c) 1 (d) 1 (e) None of the above 2100 2101 2
svsu_level1_exam_16,"If two woodchucks would chuck 32lb of wood in 12min, how much wood would 3 wood- chucks chuck in 8min? (a) 211 lb (b) 32lb (c) 64lb (d) 80lb (e) None of the above 3"
svsu_level1_exam_17,"Assuming that ‘wigglers’ are those who wiggle, ‘wobblers’ are those that wobble, and ‘wag- glers’ are those who waggle, which of the following sets of premises will necessarily lead to the conclusion that “Wilbur is not a weeble”? (a) All weebles wobble. (b) Some weebles wobble. (c) All weebles wobble. No wobblers wiggle. No wobblers wiggle. No wobblers wiggle. Some wigglers waggle. Some wagglers wiggle. All wigglers waggle. Wilbur waggles. Wilbur waggles. Wilbur waggles. (d) All weebles wobble. (e) None of the above No wobblers wiggle. All wagglers wiggle. Wilbur waggles."
svsu_level1_exam_18,Which of the expressions is equal to 0 for every x? (cid:112) (a) (x+1)(x−1)−x2+1 (b) x0−1 (c) x2−x (d) None of them is equal to 0 for every x. (e) More than one of them is 0 for every x.
svsu_level1_exam_19,Theverticesofanequilateraltrianglelieonacirclewithradius2. Theareaofthetriangleis √ √ √ √ (a) 3 3 (b) 2 3 (c) 5 3 (d) 4 3 (e) None of the above 2022 SVSU Math Olympics Level I — page 4 of 4
svsu_level1_exam_20,How many 7-digit positive integers are made up of the digits 0 and 1 only and are divisible by 6? (a) 10 (b) 11 (c) 16 (d) 21 (e) 33
svsu_level1_exam_21,Suppose that x and y satisfy x−y =9 and xy =−60. The value of (x+y)+(x−y)+xy is x+y x+y (a) −50 (b) −150 (c) −14310 (d) 210 (e) 14160
svsu_level1_exam_22,"A total of n points are equally spaced around a circle and are labeled with the integers 1 to n, in order. Two points are called diametrically opposite if the line segment joining them is a diameter of the circle. If the points labeled 7 and 35 are diametrically opposite, then n equals (a) 54 (b) 55 (c) 56 (d) 57 (e) None of the above"
svsu_level1_exam_23,What is the area of a rhombus that has sides of length 10cm and diagonals that differ in length by 4cm? (a) 96cm2 (b) 100cm2 √ (c) 100 2cm2 (d) Not enough information given. (e) None of the above
svsu_level1_exam_24,"PointP liesinsideanequilateraltrianglewhosesidesareoflength2. IfthedistancesfromP to each side of the triangle are x, y and z, what is x+y+z? √ √ (a) 3 (b) 2 3 √ (c) 3 3 (d) Not enough information given. (e) None of the above"
