id,problem
svsu_level1_01,Howmanysquaresaretherealtogetherinthisdiagram? (a) 8 (b) 9 (c) 10 (d) 11 (e) 12
svsu_level1_02,Howmanydifferentwaysaretheretopaya$9.75billifonlydimesandquartersareavailable? (a) 39 (b) 19 (c) 20 (d) 40 (e) Noneoftheabove
svsu_level1_03,"ThesquareABCD,withasidea,isinscribedinacircle. Outsideofeach sideofthesquare,therearesemicirclesasshown. Whatistheareaofthe D C shadedregion? πa2 a (a) 2 a (cid:32) √ (cid:33) 2 A B (b) a2 (c) πa2 1− 2 (cid:32) √ (cid:33) 2 (d) a2 1− (e) Noneoftheabove 2"
svsu_level1_04,"Theownersofanapartmentcomplexfindthatiftheycharge$500permonthforrenttheycanrentout all200units,butforevery$10increaseinrent,theyloseonerenter. Howmuchshouldtheychargeper monthtomaximizethemonthlyincome? (a) $125 (b) $1250 (c) $2500 (d) $500 (e) Noneoftheabove"
svsu_level1_05,"Inasmallschool7studentsareintheMathclass, 7areintheScienceclass, and8areintheMusic class. ThreestudentsareinbothMathandScience,fiveareinbothScienceandMusic,andfourarein bothMathandMusic. Twostudentsaretakingallthreeclasses. Howmanystudentsaretheretakingat leastoneofthethreeclasses? (a) 10 (b) 12 (c) 22 (d) 36 (e) Noneoftheabove"
svsu_level1_06,"Iftheparabolay =x2+bx+c hasanx-interceptat2anday-interceptat−8,whatisitsvertex? (a) (−1,−9) (b) (−1,−5) (c) (1,−5) (d) (1,9) (e) Noneoftheabove √ √"
svsu_level1_07,Theproductof 5and 3 7is √ √ √ √ (a) 5 35 (b) 6 35 (c) 5 6125 (d) 6 6125 (e) Noneoftheabove SVSU–2008MathOlympics LevelI–Page2of4
svsu_level1_08,Acirculartablehasexactly60chairsaroundit. ThereareN peopleseatedaroundthetable. Thenext personcomingtothetablewillhavetobeseatednexttoanoccupiedseat. Findthesmallestpossible valueofN. (a) 15 (b) 20 (c) 30 (d) 40 (e) 58
svsu_level1_09,Simplifythefollowingexpression: yz − xz x y x−2y + y yz xz (cid:0) y−x (cid:1)(cid:0) y+x (cid:1) z2 z2(cid:0) x+y (cid:1) (a) (cid:0) (cid:1) (b) − (c) 0 (d) − (cid:0) (cid:1) y x2−2x+y 2x x−y (e) Noneoftheabove
svsu_level1_10,Forhowmanyintegersnbetween1and100canx2+x−nbefactoredintotheproductoftwolinear factorswithintegercoefficients? (a) 0 (b) 1 (c) 2 (d) 9 (e) 10
