id,problem
svsu_2013_mo_l2_01,The following inequalities hold for all positive integers n: √ √ √ √ 1 n+1− n < √ < n− n−1: 4n+1 What is the greatest integer which is less than ∑24 1 √ ? 4n+1 n=1 (a) 2 (b) 3 (c) 4 (d) 5 (e) 6
svsu_2013_mo_l2_02,Find the closest integer to a+b if 1 3 5 1005 a = + + +:::+ 4 8 12 2012 and 5 7 9 1009 b = + + +:::+ : 8 12 16 2016 (a) 503 (b) 502 (c) 1 (d) 0 (e) none of the above
svsu_2013_mo_l2_03,"How many 4 digit numbers with first digit 2 have exactly one pair of two identical digits (like 2011, or 2012)? (a) 216 (b) 108 (c) 432 (d) 54 (e) none of the above"
svsu_2013_mo_l2_04,"Which of the following is an algebraic expression of sin(sin (cid:0)1x+cos(cid:0)1y), for −1 ≤ x ≤ 1 and −1 ≤ y ≤ 1? √ √ √ √ √ √ (a) xy + 1−x2 1−y2 (b) y 1−x2 +x 1−y2 (c) 2 1−x2 1−y2 √ √ (d) xy ± 1−x2 1−y2 (e) none of the above"
svsu_2013_mo_l2_05,"The Bayes family has two cars. One of them has a 90% chance of starting on any given morning, and the other has an 80% chance. On any given morning, what is the probability that at least one of the cars will start? (a) .72 (b) .9 (c) .7 (d) .98 (e) none of the above 1 SVSU 2013 Math Olympics Level II-page 2 of 5"
svsu_2013_mo_l2_06,"In the sum below, the letter F = 0, and the other letters represent the digits 1;2;3;4;5; or 6, with each digit used exactly once. The 2-digit integer AB is a prime number. What is the value of A+B ? AB + CD −−− EFG (a) 7 (b) 5 (c) 4 (d) 3 (e) none of the above"
svsu_2013_mo_l2_07,Which of the following functions is the inverse to the function f(x) = x15 −6x10 +12x5 −8? √ (a) No inverse exists because the function is not one-to-one (b) f(cid:0)1(x) = 15 x+8 √ x15+6x10+12 √√ p p (c)f(cid:0)1(x) = 5 3 x+2 (d)f(cid:0)1(x) = 15 10x + 5x +8 6 12 (e) none of the above
svsu_2013_mo_l2_08,"Afinitesequencea ;a ;:::;a ofintegersiscalledacurious sequence ifithastheproperty 0 1 n that for every k = 0;1;2;:::;n, the number of times k appears in the sequence is a . For k example, a = 1, a = 2;a = 1;a = 0 forms a curious sequence. Let a ;a ;:::;a be a 0 1 2 3 ∑ 0 1 100 curious sequence. What is the value of the sum 100 a ? k=0 k (a) 201 (b) 101 (c) 200 (d) 100 (e) none of the above"
svsu_2013_mo_l2_09,sin3(cid:18) =? (a) 3(cos2(cid:18)−sin2(cid:18)) (b) sin2(cid:18)cos(cid:18) (c) 3sin(cid:18) (d) 3sin(cid:18)−4sin3(cid:18) (e) none of the above ( )
svsu_2013_mo_l2_10,"If f x = 1 for all x ̸= 0;1 and 0 < (cid:18) < (cid:25)=2, then f(sec2(cid:18)) = x(cid:0)1 x (a) cot2(cid:18) (b) tan2(cid:18) (c) cos2(cid:18) (d) sin2(cid:18) (e) none of the above"
svsu_2013_mo_l2_11,The sum of all real numbers x such that (2x −4)3 +(4x −2)3 = (4x +2x −6)3 is (a) 3 (b) 7=2 (c) 2 (d) 5=2 (e) none of the above 2 SVSU 2013 Math Olympics Level II-page 3 of 5
