id,problem
svsu_level_i_03_01,a. b. c. d. e. None of the above
svsu_level_i_03_02,Which of these numbers is largest? a. b. c. d. e.
svsu_level_i_03_03,Last year a bicycle cost $160 and a cycling helmet cost $40. This year the cost of the bicycle increased by 5% and the cost of the helmet increased by 10%. The percent increase in the combined cost of the bicycle and the helmet is a. 6% b. 7% c. 7.5% d. 8% e. None of the above
svsu_level_i_03_04,"A vacuum pump removes ½ of the air in a container with each stroke. After 5 strokes, the percentage of the original amount of air that remains in the container will be a. 1/2% b. 1/32% c. 3.125% d. 1/8% e. None of the above"
svsu_level_i_03_05,"The ratio of w to x is 4:3, of y to z is 3:2, and of z to x is 1:6. What is the ratio of w to y? a. 1:3 b. 16:3 c. 20:3 d. 12:1 e. None of the above Level I/Page 2"
svsu_level_i_03_06,Find the difference of and . a. No difference because both are undefined at (cid:33)1 b. c. 0 d. e. None of the above
svsu_level_i_03_07,The number of real solutions of the equation is a. 0 b. 1 c. 2 d. 3 e. More than 3
svsu_level_i_03_08,The sum of the solutions to x2 (cid:33) x = 6 is a. 1 b. (cid:33)1 c. (cid:33)5 d. 13 e. None of the above
svsu_level_i_03_09,"If , find a constant c so that . a. c=2 b. c=(cid:33)2 c. c=1 d. c=(cid:33)1 e. None of the above"
svsu_level_i_03_10,"If m>0 and the points (m,3) and (1,m) lie on a line with slope m, then m= a. 1 b. c. d. 2 e. None of the above"
svsu_level_i_03_11,For how many integers n between 1 and 100 does x2+x(cid:33)n factor into the product of two linear factors with integer coefficients? a. 8 b. 9 c. 10 d. 12 e. None of the above Level I/Page 3
svsu_level_i_03_12,"For the triangle formed by the points A((cid:33)3,2), B(5,4), and C(3,(cid:33)8), write the equation of the line that contains the altitude of the triangle through point C in the form y=mx+b. a. b. c. d. e. None of the above"
svsu_level_i_03_13,A parent is currently 3 times as old as his/her child; and in 10 years he/she will be twice as old as his/her child. How many years older is the parent than the child now? a. 15 years b. 25 years c. 35 years d. 45 years e. None of the above
svsu_level_i_03_14,The following system of equations has only one solution if a. k=1 b. k=0 c. k(cid:36)0 d. k(cid:133)±1 e. None of the above
svsu_level_i_03_15,The concentration of a mixture consisting of 10 gallons 20%-acid and 40 gallons 15%-acid is a. 12%-acid b. 16%-acid c. 17%-acid d. 15%-acid e. None of the above
svsu_level_i_03_16,What is the average of the two solutions of the arbitrary quadratic equation ax2+bx+c=0? a. b. c. d. e. None of the above Level I/Page 4
svsu_level_i_03_17,"A line passes through (5,(cid:33)6). Which of the following are possible values of the slope m of the line, if the line never enters the first quadrant? a. b. c. d. e. None of the above"
svsu_level_i_03_18,"Bill scores 78 on a test that had 4 problems worth 7 points each and 24 multiple-choice questions worth 3 points each. If he had one of the 7-point problems wrong, how many of the multiple-choice questions did he miss? a. 3 b. 4 c. 5 d. 6 e. None of the above"
svsu_level_i_03_19,"In , D is on side and E is on side . If DB=BE, then (cid:112)BED= a. 50° b. 55° c. 60° d. 65° e. None of the above"
svsu_level_i_03_20,"If (cid:112)A is four times (cid:112)B, and the complement of (cid:112)B is four times the complement of (cid:112)A, then (cid:112)B= a. 10° b. 12° c. 15° d. 18° e. None of the above"
svsu_level_i_03_21,"The points A, B, C, and D lie on the circle. If , DE=2, BE=1, and EC=1/2, what is the length of ? a. b. 4 c. d. 3 e. None of the above Level I/Page 5"
svsu_level_i_03_22,The area of the shaded region formed by the four semicircles in the given unit square is a. b. c. d. e. None of the above 1 cm
svsu_level_i_03_23,In how many ways can 6 people be lined up to get on a bus if 3 specific persons insist on following each other? a. 144 b. 124 c. 24 d. 720 e. None of the above
svsu_level_i_03_24,Assume that girl–boy births are equally probable. The probability that a family with 5 children has at least one girl is a. 1/5 b. 31/32 c. 4/5 d. 4/32 e. None of the above
svsu_level_i_03_25,"An old car has to travel a 2–mile route, 1 mile uphill and 1 mile downhill. Because it is so old, the car can climb the first mile—the ascent—no faster than an average speed of 15 mi/hr. How fast does the car need to travel the second mile—on the descent it can go faster, of course—in order to achieve an average speed of 30 mi/hr for the trip? a. 45 mi/hr b. 60 mi/hr c. 75 mi/hr d. 100 mi/hr e. None of the above"
