id,problem
svsu_level_i_01_01,"Write the solution of in interval notation. a. ((cid:33)2,(cid:52)) b. (1,(cid:52)) c. (1,2] d. (2,(cid:52)) e. None of the above"
svsu_level_i_01_02,A simplified form of the complex fraction is a. b. c. d. e. None of the above
svsu_level_i_01_03,The greatest common factor in 15y3z3+27y2z4(cid:33)36yz5 is a. 3yz5 b. 3yz3 c. 3y3z3 d. 3y3z5 e. None of the above
svsu_level_i_01_04,"Ms. Letherman has been given a loan of $5,000 for 1 year. If the interest charged is $250, then the interest rate on the loan is a. 8% b. 5% c. (1/20)% d. 4% e. None of the above"
svsu_level_i_01_05,"In a bag there are six white balls and four black balls. Two balls are taken out at random, one at a time, with replacement. The probability that the second ball taken out is black is a. 40% b. 60% c. 16% d. 12% e. None of the above Level I/Page 2"
svsu_level_i_01_06,"If line L is parallel to line M, the size of the angle x is a. 40° b. 80° c. 20° d. 60° e. None of the above"
svsu_level_i_01_07,The standard form of the product z=(2+i)((cid:33)3+2i) is given by a. z=(cid:33)8+i3 b. z=(cid:33)8(cid:33)i3 c. z=(cid:33)8 d. z=(cid:33)8+i e. None of the above
svsu_level_i_01_08,"The point (4,3) is reflected about the x-axis to a point P. Then P is reflected about the y-axis to point Q. What is the sum of the coordinates of Q. a. 1 b. (cid:33)1 c. 7 d. (cid:33)7 e. None of the above"
svsu_level_i_01_09,"A piece of paper is cut out and labeled as shown in the diagram. It is folded along the dotted lines to make an open box. If the box is placed on a table so that the top of the box is open, then the label on the bottom of the box is a. A b. B c. C d. D e. E"
svsu_level_i_01_10,The sum of the roots of x3+4x2(cid:33)7x(cid:33)10=0 is (cid:33)4. What is the sum of the roots of (x(cid:33)3)3+4(x(cid:33)3)2(cid:33)7(x(cid:33)3)(cid:33)10=0? a. (cid:33)13 b. (cid:33)7 c. (cid:33)1 d. 5 e. None of the above
svsu_level_i_01_11,"How many possible triangles are there with angle measures (cid:34)=35°, (cid:36)=110°, (cid:40)=35°. a. none b. 1 c. 2 d. infinitely many e. None of the above Level I/Page 3"
svsu_level_i_01_12,Simplify a. b. c. d. 6 e. None of the above
svsu_level_i_01_13,The sum of an angle supplement and its complement is 6 more than 9 times the angle. How many degrees is the angle? a. 20 b. 24 c. 30 d. 45 e. None of the above
svsu_level_i_01_14,"In the diagram below, AB=CD. From this we can deduce that a. AB is parallel to CD b. AB is perpendicular to BD c. AC=BD d. (cid:112)ABD=(cid:112)BDC e. None of the above"
svsu_level_i_01_15,The corresponding trisectors of two angles ((cid:112)B and (cid:112)C) of scalene triangle (cid:41)ABC meet at points D and E. The third angle of the triangle ((cid:112)A) is 30 degrees. Find the measure of angle D. a. 80 degrees b. 90 degrees c. 100 degrees d. 130 degrees e. None of the above
svsu_level_i_01_16,"If a rental car costs $25 per day plus 25 cents per mile, how far can you drive in one day for $70? a. 180 miles b. 45 miles c. 300 miles d. 625 miles e. None of the above Level I/Page 4"
svsu_level_i_01_17,"If the sum and difference of two positive numbers differs by 12, then one of the numbers must be: a. 0 b. 1 c. 6 d. 10 e. None of the above"
svsu_level_i_01_18,The legs of a right triangle are 5 and 12. What is the length of the altitude to the hypotenuse? a. 13 b. c. d. 4.15 e. None of the above
svsu_level_i_01_19,Find the shaded area. a. 180 square inches b. 180(cid:33)100(cid:66) square inches c. 180(cid:33)41(cid:66) square inches d. 90(cid:33)38(cid:66) square inches e. None of the above
svsu_level_i_01_20,The graph describes a six–hour trip that Olivia recently took. What was her average speed? a. 15 mph b. 30 mph c. 36b mph d. 40 mph e. None of the above
svsu_level_i_01_21,A square is inscribed in a circle which is inscribed in a square which is inscribed in another circle whose radius is 8. What is the length of the side of the innermost square? a. 2 b. c. 4 d. 8 e. None of the above Level I/Page 5
svsu_level_i_01_22,"Dan, at 200 pounds, wishes to reduce his weight to 180 pounds in time to attend his high school reunion in 8 weeks. He learns that it takes 2400 calories per day to maintain his weight. A reduction of his caloric intake to 1900 calories per day will result in his losing weight at the rate of 1 pound per week. What should his daily caloric intake be to achieve his goal? a. 1350 b. 1250 c. 1150 d. 1050 e. None of the above"
svsu_level_i_01_23,Find the area of the shaded rectangle. a. 4x2(cid:33)xy b. 4x2(cid:33)2xy c. 8x2(cid:33)xy d. 8x2(cid:33)2xy e. None of the above
svsu_level_i_01_24,"Copy machines A and B, working together, can finish a job in 2 hours. Machine A, working alone, would require 3 hours to do the job. How long would it take machine B to do the job by itself? a. 3 hours b. 4 hours c. 5 hours d. 6 hours e. None of the above"
svsu_level_i_01_25,How many of these statements are true? i. iii. ii. 3%=0.3 iv. 0.2×0.4=0.8 a. None b. One c. Two d. Three e. Four
