id,problem
svsu_2009_level2_01,"f(x) is a degree three monic polynomial (leading coefficient is 1) such that f(0) = 3, f(1) = 5 and f(2)=11. What is f(5)? (a) 27 (b) 113 (c) 126 (d) 173 (e) None of the above √"
svsu_2009_level2_02,Which of the following are equal to ln√2+1? 2−1 (cid:16) √ (cid:17) (cid:16) √ (cid:17)2 (cid:16) √ (cid:17) (a) 2ln 1+ 2 (b) −ln 1− 2 (c) ln 2 2+3 (d) All of the above (e) None of the above
svsu_2009_level2_03,"The symbol R stands for a positive integer whose base-ten representation is a sequence of k k ones, that is R = 1, R = 11, R = 111, etc. The quotient R24 is an integer whose base-ten 1 2 3 R4 representationcontainsonlydigits0and1. Thenumberofdigits0inthisrepresentationis: (a) 6 (b) 11 (c) 15 (d) 16 (e) 20"
svsu_2009_level2_04,"Three circles are tangent to each other and to a straight line, as shown in the picture. Express the radius r of the smallest r 1 circle in terms of radii r 1 and r 2 of the other two circles. r 2 (a) r = √ r1r2 (b) r = √ r1r2 r1+2 r1r2+r2 r1−2 r1r2+r2 (c) r = r1r2 (d) r =r −r r1+r2 1 2 (e) None of the above"
svsu_2009_level2_05,"Aboxcontains4redballsand6whiteballs. Asampleofsize3isdrawnwithoutreplacement from the box. What is the probability of obtaining 1 red ball and 2 white balls, if you know that at least 2 of the balls in the sample are white? (a) 1/2 (b) 2/3 (c) 3/4 (d) 9/11 (e) 54/55 2009 SVSU Math Olympics Level II – page 2 of 5"
svsu_2009_level2_06,"In the diagram, A, B, ..., G refer to successive states through which a traveler must pass in order to get from A to G, moving from left to right. A path consists of a sequence of line segmentsleadingfromonestatetothenext. Apathmustalwaysmovetothenextstateuntil reaching state G. Determine the number of possible paths from A to G. A B C D E F G (a) 20 (b) 23 (c) 24 (d) 25 (e) 30"
svsu_2009_level2_07,"In the diagram, the number in the first box is 4 and the number in the 4 7 ... second box is 7. Beginning with the second box, the number in each subsequentboxisthesumofthenumbersinthetwoboxesimmediately adjacenttoitsboxoneachside. Whatisthenumberinthe2009thbox? (a) −3 (b) 4 (c) −7 (d) 7 (e) Not enough information given"
svsu_2009_level2_08,"The Awesome Mathematical Machine is capable of two operations. It can increase a number by one, or multiplyit by two. The number 0 wasentered into the machine. After awhile, the machine came up with the result of 2009. What is the smallest number of steps the machine had to perform in order to obtain this result? (a) 13 (b) 18 (c) 21 (d) 103 (e) None of the above"
svsu_2009_level2_09,January1980hadexactly4Mondaysand4Fridays. WhichdayoftheweekwasJanuary1st? (a) Monday (b) Tuesday (c) Thursday (d) Saturday (e) Impossible to determine
svsu_2009_level2_10,The points on the right form a square grid. How many isosceles triangles can be drawn with vertices at the points? (a) 8 (b) 16 (c) 24 (d) 32 (e) 40 2009 SVSU Math Olympics Level II – page 3 of 5
svsu_2009_level2_11,"The area of the square ABCD is 64. The midpoints of its sides are D G C joined to form the square EFGH. The midpoints of its sides are J, L K K, L and M. The area of the shaded region is H F (a) 23 (b) 24 (c) 20 (d) 28 (e) 16 M J"
svsu_2009_level2_12,"Which of the following describes the locus of all points z in the A E B complex plane such that (cid:12) (cid:12)z−1 (cid:12) (cid:12) √ (cid:12) (cid:12)= 2? (cid:12) z (cid:12) √ (a) Vertical line through x = 2−1 √ (b) Circle with center (−1,0) and radius 2 √ (c) Circle with center (−1/2,0) and radius 2 2 √ (d) Hyperbola with foci (±1,0) and eccentricity 2 (e) None of the above"
svsu_2009_level2_13,"Let w =4+3i and let z = w . For any positive integer n, let |w| n (cid:88) s = zk =z+z2+z3+...+zn n k=1 Then all s lie on a circle with radius: n √ √ (a) 5 (b) 3 (c) 10 (d) 10 (e) They do not lie on a circle 2 2 2 3π"
svsu_2009_level2_14,Howmanyzerosarethereattheendoftheproductofthefirst 20 primes? (a) 0 (b) 1 (c) 2 (d) 5 (e) None of the above
svsu_2009_level2_15,"How many unique solutions of the equation tan2t−2cost =0 are in the interval [0,2π)? (a) none (b) 2 (c) 4 (d) 5 (e) infinitely many 2009 SVSU Math Olympics Level II – page 4 of 5"
svsu_2009_level2_16,"Find the sum of the first 100 common terms in the sequences 17, 21, 25, 29, ... 16, 21, 26, 31, ... (a) 21500 (b) 26350 (c) 47850 (d) 101100 (e) None of the above"
svsu_2009_level2_17,Simplify (cid:115) (cid:114) (cid:113) √ (cid:112) 13+30 2+ 9+4 2− 18. √ (a) 0 (b) 3 (c) 5 (d) 3 2 (e) None of the above
svsu_2009_level2_18,How many prime numbers less than ten thousand have digits that add up to 2? (a) 1 (b) 2 (c) 3 (d) 4 (e) 5
