id,problem
svsu_2016_level2_solutions_01,Find the value of the product 1− 1 1− 1 1− 1 ··· 1− 1 . 22 32 42 n2 (a) n−1 (b) n+1 (c) n+1 (d) n−1 (e) None of the above n2 n2 2n 2n
svsu_2016_level2_solutions_02,"Let x and y be real numbers such that x+y = 3, and x3 +y3 = 117. What is the value of x2+y2? (a) 29 (b) 3 (c) 9 (d) 17 (e) 45"
svsu_2016_level2_solutions_03,Whatistheexactvalueof (forallvaluesofα suchthattheaboveexpression sin(2α)cos(α) is defined)? (a) −1 (b) 0 (c) 1 (d) 2 (e) None of the above
svsu_2016_level2_solutions_04,Threefairdicearerolled. Whatistheprobabilitythattheproductofthethreeoutcomesisa prime number? Recall that 1 is not considered to be prime. (a) 0 (b) 1 (c) 1 (d) 1 (e) None of the above 72 36 24
svsu_2016_level2_solutions_05,What is the sum of the digits of all numbers from 1 to 1000? (a) 13501 (b) 13601 (c) 13701 (d) 13801 (e) None of the above
svsu_2016_level2_solutions_06,"In order that 1651817N833536 equal 20164, the letter N should be replaced by the digit (a) 3 (b) 4 (c) 6 (d) 7 (e) 8"
svsu_2016_level2_solutions_07,A trapezoid has bases a and b. Which of the following gives the length of the line segment parallel to both a and b that splits the area of the trapezoid in two pieces of ratio 2:3? (cid:113) (a) a+ 2(b−a) (b) 2a2+3b2 (c) 2a2+3b2 (d) 2a+3b 3 6 5 5 (cid:113) (e) 2a+3b 6
svsu_2016_level2_solutions_08,"The lengths of the legs of a right triangle are 15 and 20, respectively. What is the distance from the center of the circle inscribed in the triangle to the altitude of the triangle towards the hypotenuse? √ √ (a) 0 (b) 2 (c) 2 (d) 2 3 (e) None of the above"
svsu_2016_level2_solutions_09,Simplify (cid:116) + − cosα for 0≤α≤2π. 2 2 2 2 (cid:18) (cid:19) π α (a) cosα (b) sinα (c) cos − 4 4 (cid:18) (cid:19) α (d) sin (e) None of the above 4
svsu_2016_level2_solutions_10,ln(tan1◦)+ln(tan2◦)+···+ln(tan88◦)+ln(tan89◦)= √ (a) 0 (b) 1 (c) ln2 (d) 2 (e) None of the above 2
svsu_2016_level2_solutions_11,Find the sum of all positive 2 digit integers that are divisible by each of their digits. (a) 495 (b) 546 (c) 582 (d) 630 (e) None of the above
svsu_2016_level2_solutions_12,Which of the following is not equal to sin−1 sin46π ? 7 (a) 46π (b) 3π 7 7 (cid:16) (cid:17) (cid:18)(cid:114) (cid:16) (cid:17)(cid:19) (c) −tan−1 tan4π (d) cos−1 1−sin2 4π 7 7 (cid:16) (cid:17) (e) They are all equal to sin−1 sin46π 7
svsu_2016_level2_solutions_13,"In the expansion of (cid:16) x3+ y (cid:17)15 , what is the exponent on y in the term that has no factors of x2 x? (a) 5 (b) 6 (c) 9 (d) 10 (e) None of the above"
svsu_2016_level2_solutions_14,"When we were preparing this test, we lost the question that went with these answers. Fortu- nately,sincetheremustbeexactlyonecorrectanswerforanyquestion,youcandecidewhich one answer below is true. (a) The cow jumped over the moon. (b) The cow jumped over the moon, or the little dog laughed to see such a sight. (c) The little dog laughed to see such a sight, or the dish ran away with the spoon. (d) The dish ran away with the spoon and the cow jumped over the moon. (e) If the cow didn't jump over the moon, then the little dog laughed to see such a sight."
svsu_2016_level2_solutions_15,"log 9 · log = 1 5 27 5 (a) 1 2 (b) 2 3 (c) 3 (d) Since 1 cannot be the base of a logarithm, this question has no answer. 5 (e) None of the above"
svsu_2016_level2_solutions_16,"If sin2θ = 1, what is 72cos(2θ)? 3 (a) 0 (b) 24 (c) 72 (d) 124 (e) None of the above"
svsu_2016_level2_solutions_17,"Find the number of solutions of the equation log√ (1+cosx)=2 2sinx on the interval [0,2π). (a) 0 (b) 1 (c) 2 (d) 3 (e) None of the above"
svsu_2016_level2_solutions_18,"Consider the four functions: f(x)=log x 7 g(x)=log (−x) 7 h(x)=log x 1 7 k(x)=log (−x) 1 7 l(x)=−log x 1 7 Which of these functions are increasing on their domain? (a) f(x) only (b) f(x) and h(x) only (c) f(x) and k(x) only (d) f(x) and l(x) only (e) f(x), k(x) and l(x) only"
svsu_2016_level2_solutions_19,Let N =223374. How many factors of N2 are less than N but not factors of N? (a) 72 (b) 75 (c) 97 (d) 98 (e) None of the above
svsu_2016_level2_solutions_20,Give the exact value of sin π . 10 (cid:112) √ √ (cid:112) √ √ 10+2 5 ( 5−1) 10+2 5 5−1 (a) (b) (c) 4 8 4 √ 5+1 (d) (e) None of the above 4
