id,problem
svsu_2014_mo_l1sol_01,"If 2x = 2(1612)+2(816), what is the value of x? (a) 50 (b) 37 (c) 28 (d) 25 (e) none of the above The answer is: (a)"
svsu_2014_mo_l1sol_02,"Suppose the operation ∗ is defined on the set of integers by a∗b = 1−a−b. Then for every two integers a and b, the value of a∗(a∗b) is the same as (a) 0 (b) 2 (c) a (d) b (e) none of the above The answer is: (d)"
svsu_2014_mo_l1sol_03,"Determine all values of k, with k ̸= 0, for which the parabola y = kx2 +(5k + 3)x+(6k+5) has its vertex on the x-axis. (a) -3, -3 (b) -2, -6 (c) -1, -9 (d) 0, -12 (e) 1, 3 The answer is: (c)"
svsu_2014_mo_l1sol_04,Nana and Boris took the Math Olympics Contest. If we double Nana’s score we get 60 more than Boris’s score. If we double Boris’s score we get 90 more than Nana’s score. Determine the average of their two scores. (a) 90 (b) 80 (c) 70 (d) 60 (e) none of the above 1 SVSU 2014 Math Olympics Solutions Level I-page 2 of 9 The answer is: (e)
svsu_2014_mo_l1sol_05,The units digit in the product (52+1)(53+1)(523+1) is (a) 3 (b) 5 (c) 6 (d) 2 (e) 1 The answer is: (c)
svsu_2014_mo_l1sol_06,The number of integers x for which the value of −6 is an integer is x+1 (a) 2 (b) 4 (c) 6 (d) 8 (e) 9 The answer is: (d)
svsu_2014_mo_l1sol_07,"On Monday, 10% of the students at SVSU were absent and 90% were present. On Tuesday, 10% of those who were absent on Monday were present and the rest of those absent on Monday were still absent. Also, 10% of those who were present on Monday were absent and the rest of those present on Monday were still present. What percentage of the students at SVSU were present on Tuesday? (a) 99% (b) 91% (c) 90% (d) 88% (e) 82% The answer is: (e)"
svsu_2014_mo_l1sol_08,Let n be the smallest positive integer whose digits have a product of 2000. The sum of the digits of n is (a) 21 (b) 23 (c) 25 (d) 27 (e) 29 The answer is: (c)
svsu_2014_mo_l1sol_09,Find the sum of all values of x that satisfy |x+1|+3|x−2|+5|x−4| = 20. (a) 2 (b) 5 (c) 6 (d) 9 (e) 11 The answer is: (c)
svsu_2014_mo_l1sol_10,"You have 10 coins, all of different weights and you can weigh them only in pairs in a two-pan balance. What is the minimal numbers of weighings needed to find the heaviest coin? (a) 45 (b) 12 (c) 10 (d) 9 (e) 5 The answer is: (d) 3 SVSU 2014 Math Olympics Solutions Level I-page 4 of 9"
svsu_2014_mo_l1sol_11,"In his last will, a farmer asked that his horses be distributed among his four sons. The oldest was to get one third of the herd, the second oldest, one fourth of the herd, and each of the two youngest ones was to get one fifth of the herd. When the sons read the will, they were puzzled because none of them were going to get an integer number of horses. At that moment, they discovered that a baby horse had just been born. Each son would receive an integer number of horses, but the baby horse would be left over. How many horses did the farmer have originally? (a) 29 (b) 59 (c) 89 (d)119 (e) 239 The answer is: (b)"
svsu_2014_mo_l1sol_12,"An athlete covers three consecutive miles by swimming the first, running the second and cycling the third. He runs twice as fast as he swims and cycles one and a half times as fast as he runs. He takes ten minutes longer than he would if he had cycled the whole three miles. How many minutes does he take? (a) 16 minutes (b) 22 minutes (c) 30 minutes (d) 46 minutes (e) none of the above The answer is: (b) Solution 1: Let T denote the time in hours required to swim a mile. Then the time required to run a mile is T, and the time needed to cycle a mile is T. It follows 2 3 that T + 1T + 1T − 1 = 3(1T), so T = 1, and T + 1T + 1T = 11 · 1 = 11 hours, 2 3 6 3 5 2 3 6 5 30 which is 22 minutes. Solution 2: Alternatively, let s be the swimming speed, r the running speed and c the cycling speed in miles per minute. Then his total time for the three miles is t = (1=s) + (1=r) + (1=c) = 10 + (3=c). Also, r = 2s and c = 1:5r. So c = 3s, 4 SVSU 2014 Math Olympics Solutions Level I-page 5 of 9 1=s = 3=c and 1=r = 3=2c. Subbing in yields 5=2c = 10 and 1=c = 4. So the total time is 10+3(4) = 22 minutes."
svsu_2014_mo_l1sol_13,"Given that a(and b)a(re pos)itive real numbers with a + b = 4, what is the minimum value of 1+ 1 1+ 1 ? a b (a) 2 (b) 3 (c) 4 (d) 8 (e) 9 3 4 The answer is: (e) S(oluti)o(n: We)have 1+ 1 1+ 1 = 1+a+b+ab = 1+ 5 . a b ab ab Thus, we need to maximize ab = a(4−a) = 4a−a2. The maximum of a parabola that opens downwards is at its vertex. So the maximum of 4a−a2 is at a = 2 and hence b = 2."
svsu_2014_mo_l1sol_14,"You own eleven pairs of socks, all different, and all of the socks are individually jumbled in a drawer. One morning you rummage through the drawer and continue to pull out socks until you have a matching pair. How many socks must you pull out to guarantee having a matching pair? (a) 3 (b) 6 (c) 11 (d) 12 (e) none of the above The answer is: (d)"
svsu_2014_mo_l1sol_15,"Given that f(x) = (x5 −1)(x3 +1);g(x) = (x2 −1)(x2 −x+1), and h(x) is a polynomial such that f(x) = g(x)h(x), what is the value of h(1)? (a) 0 (b) 2 (c) 3 (d) 5 (e) undefined The answer is: (d)"
svsu_2014_mo_l1sol_16,The set of all x such that (|x|−2)(1+x) > 0 is exactly 5 SVSU 2014 Math Olympics Solutions Level I-page 6 of 9 (a) |x| > 2 (b) −2 < x < 1 (c) x > 2 (d) −2 < x < −1 (e) none of the above The answer is: (e)
svsu_2014_mo_l1sol_17,"A doll that is 4 inches tall represents a 64 inch person. A doll house is to be made using the same scaling factor that is an exact model of a real house. If a rectangular rug in the real house has an area of 32ft2, what size will the rug be in the doll house? (a) 18in2 (b) 24in2 (c) 512in2 (d) 42:66in2 (e) 2in2 The answer is: (a)"
svsu_2014_mo_l1sol_18,"Suppose that f(x) = ax + b where a and b are real numbers. Given that f(f(f(x))) = 8x+21, what is the value of a+b? (a) 6 (b) 5 (c) 4 (d) 3 (e) none of the above The answer is: (b)"
svsu_2014_mo_l1sol_19,"Curt’s car gets 3 more miles per gallon during highway driving than it does during city driving. On a recent trip, Curt drove 136 miles on the highway and 155 miles in the city, using a total of 9 gallons of gasoline. How many miles per gallon does Curt’s car get during city driving? (a) 30 (b) 31 (c) 32 (d) 34 (e) 35 The answer is: (b)"
svsu_2014_mo_l1sol_20,"The area bounded by two concentric circles is 5(cid:25) square centimeters. The difference between the radii of the circles is 1 centimeter. What is the radius of the smaller circle, in centimeters? (a) 6 (b) 1 (c) 2 (d) 3 (e) 4 The answer is: (c)"
svsu_2014_mo_l1sol_21,"Point A on a coordinate plane has coordinates (2;0). Point B lies in the first quadrant on the line x−y = 1. If the distance from point A to point B is 5 units, wha√t is the sum of the coordinates of point B? (a) 41 (b) 9 (c) 3 (d) 11 (e) none of the above The answer is: (b)"
svsu_2014_mo_l1sol_22,"In the diagram, the perimeter of the semicircular region is 20. (The perimeter includes both the semicircular arc and the diameter.) The area of the region is ( ) ( ) 2 2 (a) 1(cid:25) 20 (b) 1(cid:25) 10 (c) 200((cid:25)+4) (d) 400((cid:25)+4) 2 (cid:25)+1 2 (cid:25)+1 (e) none of the above The answer is: (e)"
svsu_2014_mo_l1sol_23,The area of a circle circumscribed about a regular hexagon is 200(cid:25). What is the area of the hexagon? 8 SVSU 2014 Math Olympics Solutions Level I-page 9 of 9 √ √ √ (a) 300 3 (b) 600 3 (c) 60 3 (d) 600 (e) 1200 The answer is: (a) √
svsu_2014_mo_l1sol_24,For how many integers n is the value of n the square of an integer? 50−n (a) 1 (b) 2 (c) 3 (d) 4 (e) 5 The answer is: (e)
