id,problem
svsu_2009_level1_01,Amanandhiswifetakeatripthatusuallytakesthreehoursiftheydriveatanaveragespeed of 60 mi/h. After an hour and a half of driving at a steady rate of 60 mi/h they stop for a 45 minute lunch break. How fast do they need to drive on the rest of the trip to arrive three hours after they started? (a) 90 mi/h (b) 120 mi/h (c) 80 mi/h (d) 105 mi/h (e) None of the above
svsu_2009_level1_02,"Ali and Fred are driving to Bing’s house. Ali confuses left with right 500/ of the time (This 0 means half the time, when he means to say “left” he says “right” instead, and half the time when he means to say “left” he really says “left”. ). Fred gets left and right confused 250/ 0 of the time. (This means when someone tells him to turn left, 750/ of the time he will turn 0 left,and250/ hewillturnrightinstead,andwhensomeonetellshimtoturnright,750/ ofthe 0 0 time he will turn right, and 250/ he will turn left instead.) If Fred is driving and Ali is giving 0 directions, and there are two left turns on the way to Bing’s house (and no other turns) what is the probability they will get there? (a) 1 (b) 9 (c) 1 (d) 3 (e) None of the above 4 64 2 4"
svsu_2009_level1_03,"If WXYZ is a parallelogram, the t equals: y X(5,3) W(−1,3) (a) 8 (b) 9 (c) 10 (d) 11 (e) 12 x"
svsu_2009_level1_04,"The symbol R stands for a positive integer whose base- k tenrepresentationisasequenceofkones,thatisR =1, 1 Z(4,−8) Y(t,−8) R = 11, R = 111, etc. The quotient R24 is an integer 2 3 R4 whosebase-tenrepresentationcontainsonlydigits0and"
svsu_2009_level1_05,The number of digits 0 in this representation is: (a) 6 (b) 13 (c) 15 (d) 16 (e) 20
svsu_2009_level1_06,"A square with side a has a semicircle constructed inside it such that r thediameterofthesemicircleisoneofthesidesofthesquare. Acircle withmaximalradiusisthenconstructedinsidethesquare,butoutside a ofthesemicircle(seeillustration). Expresstheradiusr ofthecirclein terms of a. √ a (a) r =a(2− 3) (b) r =a/4 √ √ (c) r =a(3− 2) (d) r = a/2 (e) None of the above 2009 SVSU Math Olympics Level I – page 2 of 5"
svsu_2009_level1_07,"InthetrapezoidABCD (thepictureisnotdrawntoscale),thesides D C AB and CD are parallel, and |AB| = 4 and |CD| = 3. The point E is the intersection point of the two diagonals, and the segment EF is E F parallel to AB and CD. The length of EF is (a) 3 A B (b) 6 (c) 12/7 (d) 3/2 (e) Not enough information given"
svsu_2009_level1_08,"A company offers three types of benefits, A, B, and C. As part of this plan, the individual employees may choose either exactly two benefit types, or no benefits at all. The proportion of the company’s employees that choose benefit types A, B and C are 1/4, 1/3 and 5/12, respectively. Determine the probability that a randomly chosen employee will choose no benefits at all. (a) 0 (b) 47/144 (c) 1/2 (d) 97/144 (e) 7/9"
svsu_2009_level1_09,"The (possibly out-of-scale) picture shows a window whose shape consists of a semicircle on top of a square. If the perimeter of the window is 20 ft, what is the exact length of the bottom side of the window? (a) 40 ft π+3 (b) 40 ft (c) 20 ft (d) 20 ft (e) None of the above π+6 2π+3 π+3"
svsu_2009_level1_10,"Arectangularparallelepipediscutinto8smallerrectan- gularparallelepipedsbythreecutsparalleltothesides. The 8 smaller solids are then separated, as shown in the picture. What is the percent increase in the total surface area? (a) 250/ (b) 330/ (c) 500/ (d) 750/ 0 0 0 0 (e) 1000/ 0 2009 SVSU Math Olympics Level I – page 3 of 5"
svsu_2009_level1_11,Find (g◦f)(1). y 4 (a) 1 (b) 2 y =f(x) 3 (c) 3 (d) 4 (e) Not enough information given y =g(x) 2 1 x 1 2 3 4 y 11. The picture shows the graph of a third degree polynomial 4 f(x). Which of the following gives f(x)? 3 (a) f(x)=(x−1)(x−3)2 2 (b) f(x)=(x−1)2(x−3) (c) f(x)=(1−x)2(3−x) 1 (d) f(x)=(1−x)(3−x)2 (e) f(x)=(x2+1)(x−3) x 1 2 3 4
svsu_2009_level1_12,"On three sides of a cube, diagonals are drawn as shown in the picture. If we unfold the cube, which of the following could we obtain? (a) (b) (c) (d) (e) None of the above"
svsu_2009_level1_13,Thetenpointsontherightformasquaregrid. Howmanyisosceles triangles can be drawn with vertices at the points? (a) 8 (b) 16 (c) 24 (d) 32 (e) 40 2009 SVSU Math Olympics Level I – page 4 of 5
svsu_2009_level1_14,The numbers from 1 to 100 are written onto slips of paper and placed into a hat. How many numbersdowehavetopulloutofthehattomakesurethattheirproductisdivisibleby10? (a) 52 (b) 80 (c) 81 (d) 82 (e) 91
svsu_2009_level1_15,Simplify (cid:115) √ (cid:115) √ 4+ 15 4− 15 √ + √ 4− 15 4+ 15 (a) 0 (b) 2 (c) 8 (d) 19 (e) None of the above
svsu_2009_level1_16,"Inthedrawingontheright,thesmallwhitecircleisthelargestcircle that fits inside the semicircle. What is the ratio of the area of the small circle to the shaded area? (a) 2:3 (b) 1:1 (c) 1:2 (d) 3:4 (e) 2:π"
svsu_2009_level1_17,What is 5% of 25% of 4000? (a) 32 (b) 50 (c) 125 (d) 200 (e) 500
svsu_2009_level1_18,"If a∗b is the greatest common factor of two positive integers a and b, how many of the following equations are not always true? a∗1=a a∗b =b∗a a∗(b∗c)=(a∗b)∗c a∗(b+c)=a∗b+a∗c (a) 0 (b) 1 (c) 2 (d) 3 (e) 4"
svsu_2009_level1_19,"Suppose we arrange the numbers 1, 2, 3, 4 and 5 in the five squares so that the horizontal and the vertical line both add up to 8. Which number has to go in the middle square? (a) 1 (b) 2 (c) 3 (d) 4 (e) 5 (cid:120)  (cid:120) "
svsu_2009_level1_20,"For integers a, b and c, define (ab(cid:121)c) to mean ab−bc +ca. Then (1−1(cid:121)2) equals (a) −4 (b) −2 (c) 0 (d) 2 (e) 4 2009 SVSU Math Olympics Level I – page 5 of 5"
svsu_2009_level1_21,A frog starts out by hopping one inch. Each successive hop is 2 inches longer than the previous hop. How far has he gone all together at the end of his 13th hop? (a) 25 in (b) 169 in (c) 91 in (d) 157 in (e) None of the above
svsu_2009_level1_22,"Fourpointsareonalinesegment,asshown. If|AB|:|BC|=1:2 A B C D and |BC|:|CD|=8:5, then |AB|:|BD| equals (a) 4:13 (b) 1:13 (c) 1:7 (d) 3:13 (e) 4:17"
svsu_2009_level1_23,"Asquareiscutintothreecongruentrectanglesalongtwolinesparallelto a side, as shown. If the perimeter of each of the three rectangles is 24, then the area of the original square is (a) 24 (b) 36 (c) 64 (d) 81 (e) 96"
svsu_2009_level1_24,Which of the following triangles cannot exist? (a) An acute isosceles triangle (b) An isosceles right triangle (c) An obtuse right triangle (d) A scalene right triangle (e) A scalene obtuse triangle
svsu_2009_level1_25,Friday the 13th occurred two months in a row this year. What is the next year that this will happen? (a) 2021 (b) 2016 (c) 2015 (d) 2014 (e) None of the above
