id,problem
svsu_2009_level2_solutions_01,"f(x) is a degree three monic polynomial (leading coefficient is 1) such that f(0) = 3, f(1) = 5 and f(2)=11. Whatisf(5)? (a) 27 (b) 113 (c) 126 (d) 173 (e) Noneoftheabove"
svsu_2009_level2_solutions_02,Whichofthefollowingareequaltoln√2+1? 2−1 (cid:16) √ (cid:17) (cid:16) √ (cid:17)2 (cid:16) √ (cid:17) (a) 2ln 1+ 2 (b) −ln 1− 2 (c) ln 2 2+3 (d) Alloftheabove (e) Noneoftheabove
svsu_2009_level2_solutions_03,"ThesymbolR standsforapositiveintegerwhosebase-tenrepresentationisasequenceofkones,that k isR1 =1,R2 =11,R3 =111,etc. Thequotient R R 2 4 4 isanintegerwhosebase-tenrepresentationcontains onlydigits0and1. Thenumberofdigits0inthisrepresentationis: (a) 6 (b) 11 (c) 15 (d) 16 (e) 20"
svsu_2009_level2_solutions_04,"Threecirclesaretangenttoeachotherandtoastraightline,asshown inthepicture. Expresstheradiusr ofthesmallestcircleintermsof r1 radiir1 andr2 oftheothertwocircles. r2 (a) r = √r1r2 (b) r = √r1r2 r1+2 r1r2+r2 r1−2 r1r2+r2 (c) r = r r 1 1 + r r 2 2 (d) r =r1 −r2 (e) Noneoftheabove"
svsu_2009_level2_solutions_05,"Aboxcontains4redballsand6whiteballs. Asampleofsize3isdrawnwithoutreplacementfromthe box. Whatistheprobabilityofobtaining1redballand2whiteballs,ifyouknowthatatleast2ofthe ballsinthesamplearewhite? (a) 1/2 (b) 2/3 (c) 3/4 (d) 9/11 (e) 54/55"
svsu_2009_level2_solutions_06,"Inthediagram,A,B,...,Grefertosuccessivestatesthroughwhichatravelermustpassinordertoget from A to G, moving from left to right. A path consists of a sequence of line segments leading from onestatetothenext. ApathmustalwaysmovetothenextstateuntilreachingstateG.Determinethe numberofpossiblepathsfromAtoG. A B C D E F G (a) 20 (b) 23 (c) 24 (d) 25 (e) 30"
svsu_2009_level2_solutions_07,"In the diagram, the number in the first box is 4 and the number in the second 4 7 ... box is 7. Beginning with the second box, the number in each subsequent box isthesum ofthenumbersinthe twoboxesimmediatelyadjacentto itsboxon eachside. Whatisthenumberinthe2009thbox? (a) −3 (b) 4 (c) −7 (d) 7 (e) Notenoughinformationgiven"
svsu_2009_level2_solutions_08,"TheAwesomeMathematicalMachineiscapableoftwooperations. Itcanincreaseanumberbyone, or multiply it by two. The number 0 was entered into the machine. After a while, the machine came up with the result of 2009. What is the smallest number of steps the machine had to perform in order to obtainthisresult? (a) 13 (b) 18 (c) 21 (d) 103 (e) Noneoftheabove"
svsu_2009_level2_solutions_09,January1980hadexactly4Mondaysand4Fridays. WhichdayoftheweekwasJanuary1st? (a) Monday (b) Tuesday (c) Thursday (d) Saturday (e) Impossibletodetermine
svsu_2009_level2_solutions_10,The points on the right form a square grid. How many isosceles triangles canbedrawnwithverticesatthepoints? (a) 8 (b) 16 (c) 24 (d) 32 (e) 40
svsu_2009_level2_solutions_11,"TheareaofthesquareABCDis64. Themidpointsofitssidesarejoinedto D G C form the square EFGH. The midpoints of its sides are J, K, L and M. The L K areaoftheshadedregionis H F (a) 23 (b) 24 (c) 20 (d) 28 (e) 16 M J A E B"
svsu_2009_level2_solutions_12,"Whichofthefollowingdescribesthelocusofallpointszinthecomplexplanesuchthat (cid:12) (cid:12)z−1 (cid:12) (cid:12) √ (cid:12) (cid:12)= 2? (cid:12) z (cid:12) √ (a) Verticallinethroughx= 2−1 √ (b) Circlewithcenter(−1,0)andradius 2 √ (c) Circlewithcenter(−1/2,0)andradius 2 2 √ (d) Hyperbolawithfoci(±1,0)andeccentricity 2 (e) Noneoftheabove"
svsu_2009_level2_solutions_13,"Letw =4+3iandletz= w . Foranypositiveintegern,let |w| n (cid:88) sn = zk=z+z2+z3+...+zn k=1 Thenallsn lieonacirclewithradius: √ √ (a) 5 (b) 3 (c) 10 (d) 10 (e) Theydonotlieonacircle 2 2 2 3π (cid:112) √"
svsu_2009_level2_solutions_14,Howmanyzerosarethereattheendoftheproductofthefirst20primes? (a) 0 (b) 1 (c) 2 (d) 5 (e) Noneoftheabove
svsu_2009_level2_solutions_15,"Howmanyuniquesolutionsoftheequationtan2t−2cost=0areintheinterval[0,2π)? (a) none (b) 2 (c) 4 (d) 5 (e) infinitelymany"
