id,problem
svsu_2012_mo_l2sol_01,"If T = 1+2+3+:::+n and n T T T T P = 2 · 3 · 4 · ··· · n · n T −1 T −1 T −1 T −1 2 3 4 n for n = 2;3;4;:::, then P is the closest to which of the following numbers? 2012 (a) 2.9 (b) 2.3 (c) 3.1 (d) 2.6 (e) 3.5 The answer is: (a)"
svsu_2012_mo_l2sol_02,Find the value of the sum . k(k +1) k=1 (a) 99 (b) 1 (c) 100 (d) 194 (e) none of the above 100 10100 101 100 1 SVSU 2012 Math Olympics Solution Level II-page 2 of 13 The answer is: (c) ( ) ∑100 ∑100 1 1 1
svsu_2012_mo_l2sol_03,What is the last digit of 32012? (a) 1 (b) 3 (c) 7 (d) 9 (e) none of the above The answer is: (a)
svsu_2012_mo_l2sol_04,"Which of the following is equivalent to tan(1 cos−1x), for −1 < x ≤ 1? 2 √ √ √ √ √ (a) √ 2 (b) 1−x2 (c) 4−x2 (d) ± 1+x2+ 1−x2 x2+4 1+x x 2(1+x2) (e) none of the above The answer is: (b)"
svsu_2012_mo_l2sol_05,"Supposeagroupofpeoplehaveacodebetweenthemselvesonhowtheycansendmessages to others in the group. • For each subgroup of distinct people A;B and C in the group the following holds: if A can send a message to B and B can send a message to C, then C can send a message to A. • For each pair of distinct people A and B in the group, either A can send a message to B or B can send a message to A but not both. 2 SVSU 2012 Math Olympics Solution Level II-page 3 of 13 What is the largest number of people in the group? (a) 1 (b) 2 (c) 3 (d) 4 (e) none of the above The answer is: (c)"
svsu_2012_mo_l2sol_06,A problem to remember the year 2011: how many positive integers less than or equal to 2011 are multiples of both 3 and 5 but not multiples of 8? (a) 110 (b) 118 (c) none (d) 30 (e) none of the above The answer is: (b)
svsu_2012_mo_l2sol_07,"At an artisan bakery, French tortes are 52 dollars each, almond tarts are 12 dollars each and cookies are one dollar each. If Alex has 400 dollars to purchase exactly 100 of these items for a party and he buys at least one of each item, how many French Tortes does he purchase? Only whole pieces of the bakery items can be purchased. (a) 4 (b) 5 (c) 3 (d) 1 (e) 2 The answer is: (e)"
svsu_2012_mo_l2sol_08,"We are given 6 points on a circle equally spaced (think of a clock with just the even hours). How many triangles can be constructed so that their vertices are three of the given points on the circle? How many among those triangles are isosceles triangles (isosceles means the triangle has at least two equal sides)? (a) 20 triangles, 6 isosceles (b) 18 triangles, 8 isosceles (c) 20 triangles, 8 isosceles (d) 18 triangles, 6 isosceles (e) none of the above 4 SVSU 2012 Math Olympics Solution Level II-page 5 of 13 The answer is: (c)"
svsu_2012_mo_l2sol_09,cos3(cid:18) =? (a) 4cos3(cid:18)−3cos(cid:18) (b) 2(cos2(cid:18)−sin2(cid:18)) (c) cos(cid:18)(1+2sin2(cid:18)) (d) 4cos3(cid:18)−cos(cid:18) (e) none of the above The answer is: (a)
svsu_2012_mo_l2sol_10,What is the value of the following product sin (cid:25) cos (cid:25) cos (cid:25) cos (cid:25) cos (cid:25)? 32 32 16 8 4 (a) 1 (b) 1 (c) 1 (d) 1 (e) none of the above 2 4 8 16 The answer is: (d)
svsu_2012_mo_l2sol_11,What is the remainder when P(x) = 1−x+2x4−3x9+4x16−5x25+x2011+6x2012 is divided by D(x) = x2 −1? (a) 15 (b) −2x+3 (c) −8x+13 (d) x2 −x+1 5 SVSU 2012 Math Olympics Solution Level II-page 6 of 13 (e) none of the above The answer is: (c)
svsu_2012_mo_l2sol_12,"Let △ABC be a right triangle (\C = 90◦) such that AB = 25 cm, BC > AC and the radius r of the inscribed circle in △ABC is 5 cm. Let also CD be the height of △ABC from the vertex C to the side AB. Find the radius of the circle inscribed in △CDM where M is the midpoint of the side BC. (a) 3 cm (b) 2 cm (c) 4 cm (d) 5 cm (e) none of the above The answer is: (a)"
